29;1;16800,19648,18141;28906,18759,2441;3038,21149,23437;18455,19035,28545
30;1;10289,20292,26431;18455,19035,28545;3038,21149,23437;9375,20691,27311
31;1;14627,19719,28136;18455,19035,28545;9375,20691,27311;16051,19430,28551
32;1;12839,20063,28192;16051,19430,28551;9375,20691,27311;13090,20067,28714
33;1;11458,20343,28374;11910,20272,29098;13090,20067,28714;9375,20691,27311
34;1;6495,20924,25634;9375,20691,27311;3038,21149,23437;7071,20933,26154
35;1;4932,21072,25305;7071,20933,26154;3038,21149,23437;4688,21134,26324
36;1;3588,21041,24920;3038,20840,25000;4688,21134,26324;3038,21149,23437
37;1;3588,20971,25848;3038,20940,26219;4688,21134,26324;3038,20840,25000
38;1;11661,20251,9440;3038,20846,2441;3038,21149,23437;28906,18759,2441
39;1;32977,18742,12342;36980,18733,16615;28906,18759,2441;33045,18733,17971
40;1;41260,18742,7783;36980,18733,16615;57894,18733,4292;28906,18759,2441
41;1;48288,18742,3058;57894,18733,4292;58065,18733,2441;28906,18759,2441
42;1;51003,18733,9249;36980,18733,16615;58134,18733,6839;57894,18733,4292
43;1;50295,18425,15077;55770,17810,21778;58134,18733,6839;36980,18733,16615
44;1;39185,19790,79238;38564,19464,78125;39062,20170,80092;39928,19736,79496
45;1;61463,18433,11728;61926,18623,11274;60937,18478,10479;61525,18197,13431
46;1;60746,18426,11152;59776,18604,9547;61525,18197,13431;60937,18478,10479
47;1;59812,18511,9939;58134,18733,6839;61525,18197,13431;59776,18604,9547
48;1;59331,18247,12282;58134,18733,6839;58334,17810,16575;61525,18197,13431
49;1;26740,19331,98906;27867,19590,98437;25000,19472,99141;27354,18931,99141
50;1;24393,19482,98906;27867,19590,98437;20313,19385,99141;25000,19472,99141
51;1;25211,19730,97109;27454,20216,93750;20313,19385,99141;27867,19590,98437
52;1;27907,19839,96630;27454,20216,93750;27867,19590,98437;28401,19712,97704
53;1;25149,19792,93984;27681,19774,89062;20313,19385,99141;27454,20216,93750
54;1;27596,20032,92030;27681,19774,89062;27454,20216,93750;27654,20106,93279
55;1;25542,19743,90700;28632,20069,83897;20313,19385,99141;27681,19774,89062
56;1;35518,18787,77394;39592,17821,73353;28632,20069,83897;38329,18472,74932
57;1;33258,19383,80280;38329,18472,74932;28632,20069,83897;32812,19609,82011
58;1;35996,19428,79180;38329,18472,74932;32812,19609,82011;36847,20202,80597
59;1;37913,19379,77885;38329,18472,74932;36847,20202,80597;38564,19464,78125
60;1;38158,19945,79605;38564,19464,78125;36847,20202,80597;39062,20170,80092
61;1;22204,19865,38552;22250,19498,37500;22204,19950,38552;22158,20147,39605
62;1;26895,19790,45027;27561,19592,44925;26562,19943,43934;26562,19835,46221
63;1;26324,19929,44350;25847,20010,42896;26562,19835,46221;26562,19943,43934
64;1;24392,19978,44441;20767,20088,44205;26562,19835,46221;25847,20010,42896
65;1;22991,20056,43096;20767,20088,44205;25847,20010,42896;22360,20070,42187
66;1;24610,19926,45746;20767,20088,44205;26500,19856,46812;26562,19835,46221
67;1;22270,19959,48917;19543,19934,55735;26500,19856,46812;20767,20088,44205
68;1;19275,20206,49568;19543,19934,55735;20767,20088,44205;17514,20596,48764
69;1;18610,20291,52541;19543,19934,55735;17514,20596,48764;18773,20342,53125
70;1;17899,20509,50630;18773,20342,53125;17514,20596,48764;17410,20588,50000
71;1;19010,20331,45880;17514,20596,48764;20767,20088,44205;18750,20309,44670
72;1;18078,20490,46770;17514,20596,48764;18750,20309,44670;17969,20564,46875
73;1;24202,19872,50150;19543,19934,55735;26562,19826,47903;26500,19856,46812
74;1;24912,19943,62512;28632,20069,83897;26562,19826,47903;19543,19934,55735
75;1;22396,19454,38541;22250,19498,37500;22360,20070,42187;22578,18793,35937
76;1;22256,19905,39764;22250,19498,37500;22158,20147,39605;22360,20070,42187
77;1;16240,20107,58338;13024,20356,60937;19543,19934,55735;16153,20032,58341
78;1;20400,20120,66856;28632,20069,83897;19543,19934,55735;13024,20356,60937
79;1;6562,19437,77513;3778,18741,99141;9657,19808,65907;6250,19762,67492
80;1;4651,19403,78207;3925,19706,67988;3778,18741,99141;6250,19762,67492
81;1;14022,19539,82982;9657,19808,65907;3778,18741,99141;28632,20069,83897
82;1;16176,19943,71577;9657,19808,65907;28632,20069,83897;10238,19952,64926
83;1;33849,18139,32161;34375,17810,33506;34375,18129,31744;32796,18478,31233
84;1;34563,17916,32411;34940,17810,31983;34375,18129,31744;34375,17810,33506
85;1;47683,17810,58919;47095,17810,60064;48499,17810,59358;47454,17810,57336
86;1;42945,17810,58245;47095,17810,60064;47454,17810,57336;34286,17810,57336
87;1;41829,17810,59903;47095,17810,60064;34286,17810,57336;44107,17810,62309
88;1;40736,17810,60937;44107,17810,62309;34286,17810,57336;43814,17810,63167
89;1;40150,17810,61923;43814,17810,63167;34286,17810,57336;42349,17810,65265
90;1;39226,17810,63420;42349,17810,65265;34286,17810,57336;41043,17810,67658
91;1;36339,17810,60847;41043,17810,67658;34286,17810,57336;33687,17810,57546
92;1;34454,18563,69700;33687,17810,57546;28632,20069,83897;41043,17810,67658
93;1;36579,18563,73958;41043,17810,67658;28632,20069,83897;40062,17810,70318
94;1;44432,17810,49958;48002,17810,49837;37622,17810,49497;47673,17810,50540
95;1;44302,17810,49436;47283,17810,48975;37622,17810,49497;48002,17810,49837
96;1;43557,17810,48336;45765,17810,46536;37622,17810,49497;47283,17810,48975
97;1;40956,17810,50192;47673,17810,50540;37622,17810,49497;37573,17810,50540
98;1;40279,17810,48298;45765,17810,46536;37450,17810,48861;37622,17810,49497
99;1;43141,17810,46501;46207,17810,44106;37450,17810,48861;45765,17810,46536
100;1;40416,17810,46910;46207,17810,44106;37592,17810,47764;37450,17810,48861
101;1;37338,17810,48312;37450,17810,48861;37592,17810,47764;36971,17810,48310
102;1;40695,17810,45910;46207,17810,44106;38286,17810,45861;37592,17810,47764
103;1;37131,17810,48591;37450,17810,48861;36971,17810,48310;36971,17810,48602
104;1;40936,17810,44981;46207,17810,44106;38315,17810,44977;38286,17810,45861
105;1;43774,17810,43043;46799,17810,40045;38315,17810,44977;46207,17810,44106
106;1;40278,17810,42770;46799,17810,40045;35720,17810,43287;38315,17810,44977
107;1;41668,17810,37818;46799,17810,40045;42484,17810,30121;35720,17810,43287
108;1;39783,17810,34629;41145,17810,30478;35720,17810,43287;42484,17810,30121
109;1;38778,17810,34637;35720,17810,43287;41145,17810,30478;39469,17810,30145
110;1;37742,17810,34493;35720,17810,43287;39469,17810,30145;38037,17810,30047
111;1;46196,17810,36269;49306,17810,38641;42484,17810,30121;46799,17810,40045
112;1;47239,17810,35412;49926,17810,37474;42484,17810,30121;49306,17810,38641
113;1;45210,17810,32416;49926,17810,37474;43219,17810,29654;42484,17810,30121
114;1;48012,17810,32849;50892,17810,31418;43219,17810,29654;49926,17810,37474
115;1;45990,17810,29644;50892,17810,31418;43858,17810,27861;43219,17810,29654
116;1;46243,17810,28530;43858,17810,27861;50892,17810,31418;43978,17810,26312
117;1;49307,17810,28833;53052,17810,28769;43978,17810,26312;50892,17810,31418
118;1;47108,17810,26368;53052,17810,28769;44293,17810,24024;43978,17810,26312
119;1;50713,17810,26720;54795,17810,27367;44293,17810,24024;53052,17810,28769
120;1;51458,17810,25560;55287,17810,25288;44293,17810,24024;54795,17810,27367
121;1;47911,17810,24140;55287,17810,25288;44153,17810,23109;44293,17810,24024
122;1;47868,17810,23203;55287,17810,25288;44165,17810,21213;44153,17810,23109
123;1;47773,17810,22248;43867,17810,20242;44165,17810,21213;55287,17810,25288
124;1;43837,17810,20146;44165,17810,21213;43867,17810,20242;43480,17810,18983
125;1;37086,17810,34550;35720,17810,43287;38037,17810,30047;37501,17810,30316
126;1;36855,17810,34836;37345,17810,30904;35720,17810,43287;37501,17810,30316
127;1;36732,17810,35123;35720,17810,43287;37345,17810,30904;37131,17810,31177
128;1;36340,17810,35515;36170,17810,32080;35720,17810,43287;37131,17810,31177
129;1;35422,17810,36291;35720,17810,43287;36170,17810,32080;34375,17810,33506
130;1;35240,17810,32559;35174,17810,32090;34375,17810,33506;36170,17810,32080
131;1;34830,17810,32526;34375,17810,33506;35174,17810,32090;34940,17810,31983
132;1;34251,17810,39929;34375,17810,33506;32659,17810,42993;35720,17810,43287
133;1;57215,18118,15838;55770,17810,21778;57740,17810,18896;58134,18733,6839
134;1;58069,18118,14103;58134,18733,6839;57740,17810,18896;58334,17810,16575
135;1;95155,23823,4204;89062,23823,2517;98202,23823,7577;98202,23823,2517
136;1;95155,23857,8052;89062,23823,2517;98202,23925,14062;98202,23823,7577
137;1;90546,23753,6365;89062,23823,2517;84375,23510,2517;98202,23925,14062
138;1;93593,24128,11698;84375,23510,2517;98202,24948,18515;98202,23925,14062
139;1;89376,24927,11912;84375,23510,2517;85550,26323,14705;98202,24948,18515
140;1;84069,24552,9103;82283,23823,10087;85550,26323,14705;84375,23510,2517
141;1;90636,25031,25324;98202,24948,18515;85550,26323,14705;88156,23823,42751
142;1;92251,24198,34239;98202,24948,18515;88156,23823,42751;90395,23823,41451
143;1;95600,24201,28322;98202,23832,25000;98202,24948,18515;90395,23823,41451
144;1;95600,23826,35373;98202,23832,25000;90395,23823,41451;98202,23823,39669
145;1;85808,25383,26746;83719,26003,22782;88156,23823,42751;85550,26323,14705
146;1;85122,25214,29657;83491,25816,23437;88156,23823,42751;83719,26003,22782
147;1;81825,23461,5474;82283,23823,10087;84375,23510,2517;78818,23051,3818
148;1;79731,23526,6982;82283,23823,10087;78818,23051,3818;78091,23704,7042
149;1;80066,23783,8846;82283,23823,10087;78091,23704,7042;79825,23823,9408
150;1;81278,23027,2951;78818,23051,3818;84375,23510,2517;80642,22519,2517
151;1;79524,22475,2951;78818,23051,3818;80642,22519,2517;79111,21854,2517
152;1;82412,25073,32415;75588,25579,31057;88156,23823,42751;83491,25816,23437
153;1;78894,25053,35895;72939,25758,33877;88156,23823,42751;75588,25579,31057
154;1;73490,24273,42246;72939,25758,33877;59375,23237,50110;88156,23823,42751
155;1;66895,24926,40370;59375,23237,50110;72939,25758,33877;68372,25783,37122
156;1;65016,24927,41615;59375,23237,50110;68372,25783,37122;67302,25762,37614
157;1;62835,24237,44642;59375,23237,50110;67302,25762,37614;61827,23713,46202
158;1;60341,23406,48399;59375,23237,50110;61827,23713,46202;59822,23269,48885
159;1;63835,24513,42792;61827,23713,46202;67302,25762,37614;62375,24063,44559
160;1;63523,24832,41438;62375,24063,44559;67302,25762,37614;60892,24672,42142
161;1;61383,24487,42963;62375,24063,44559;60892,24672,42142;60881,24727,42187
162;1;61312,24393,43260;62375,24063,44559;60881,24727,42187;60680,24388,43033
163;1;63145,25178,40228;60892,24672,42142;67302,25762,37614;61240,25099,40928
164;1;61023,24857,41674;60892,24672,42142;61240,25099,40928;60937,24800,41952
165;1;61105,24980,41330;60937,24800,41952;61240,25099,40928;61138,25040,41111
166;1;64201,25334,39087;61240,25099,40928;67302,25762,37614;64062,25142,38718
167;1;62499,25128,39621;61240,25099,40928;64062,25142,38718;62195,25142,39217
168;1;70482,25764,35587;68372,25783,37122;72939,25758,33877;70136,25750,35761
169;1;71540,25751,34561;72939,25758,33877;71545,25744,34045;70136,25750,35761
170;1;77503,23628,46358;59375,23237,50110;84979,23823,46214;88156,23823,42751
171;1;81353,24406,55892;84979,23823,46214;75116,25545,71875;83963,23850,49588
172;1;80835,24605,58400;83963,23850,49588;75116,25545,71875;83426,24419,53738
173;1;79805,25087,68577;83426,24419,53738;75116,25545,71875;80874,25296,80117
174;1;81784,24900,71702;83426,24419,53738;80874,25296,80117;81051,24984,81250
175;1;81984,24671,72981;83426,24419,53738;81051,24984,81250;81476,24610,83954
176;1;83011,24522,64126;83426,24419,53738;81476,24610,83954;84130,24537,54687
177;1;83968,24611,65337;84130,24537,54687;81476,24610,83954;86297,24687,57370
178;1;88524,24422,70545;86297,24687,57370;81476,24610,83954;97800,23968,70312
179;1;93932,24284,63394;86297,24687,57370;97800,23968,70312;97700,24197,62500
180;1;92582,24536,59628;86297,24687,57370;97700,24197,62500;93750,24724,59015
181;1;90509,24607,57945;86297,24687,57370;93750,24724,59015;91481,24409,57450
182;1;95587,24480,60486;93750,24724,59015;97700,24197,62500;95312,24518,59943
183;1;85013,24134,82151;97800,23968,70312;81476,24610,83954;75763,23823,92187
184;1;90454,23880,78954;97800,23968,70312;75763,23823,92187;97800,23850,74363
185;1;90454,23832,88448;97800,23850,74363;75763,23823,92187;97800,23823,98793
186;1;83515,23823,94959;97800,23823,98793;75763,23823,92187;76983,23823,93897
187;1;84418,23823,96875;97800,23823,98793;76983,23823,93897;78472,23823,97934
188;1;84915,23823,98507;97800,23823,98793;78472,23823,97934;78472,23823,98793
189;1;78995,24215,87379;75763,23823,92187;81476,24610,83954;79746,24213,85996
190;1;77859,24012,88542;75763,23823,92187;79746,24213,85996;78067,24001,87442
191;1;76299,23961,89564;78067,24001,87442;75066,24058,89062;75763,23823,92187
192;1;75198,23915,90625;75763,23823,92187;75066,24058,89062;74766,23863,90625
193;1;56901,23029,49409;56699,22994,49254;56953,23094,50000;57051,23000,48972
194;1;57272,23069,49444;57051,23000,48972;56953,23094,50000;57812,23112,49360
195;1;57892,23141,49939;57812,23112,49360;56953,23094,50000;58911,23216,50457
196;1;57262,23122,50350;58911,23216,50457;56953,23094,50000;55921,23056,50593
197;1;57119,23431,53475;55921,23056,50593;56525,24022,59375;58911,23216,50457
198;1;58270,23492,53314;58911,23216,50457;56525,24022,59375;59375,23237,50110
199;1;62071,23953,59074;59375,23237,50110;56525,24022,59375;70312,24599,67737
200;1;68079,24404,63009;59375,23237,50110;70312,24599,67737;74549,25375,71179
201;1;69680,24719,64388;59375,23237,50110;74549,25375,71179;75116,25545,71875
202;1;73157,24202,56066;59375,23237,50110;75116,25545,71875;84979,23823,46214
203;1;72137,24915,69222;74549,25375,71179;70312,24599,67737;71550,24770,68750
204;1;72957,25068,70268;72773,25060,70874;74549,25375,71179;71550,24770,68750
205;1;64760,24406,64448;70312,24599,67737;56525,24022,59375;67443,24596,66232
206;1;62156,24499,63536;67443,24596,66232;56525,24022,59375;62500,24878,65002
207;1;64668,24912,65917;67443,24596,66232;62500,24878,65002;64062,25262,66518
208;1;66002,24857,66417;67443,24596,66232;64062,25262,66518;66501,24712,66501
209;1;65299,25030,66812;66501,24712,66501;64062,25262,66518;65335,25116,67418
210;1;64706,25212,67041;64062,25262,66518;64721,25257,67187;65335,25116,67418
211;1;59577,24710,62292;62500,24878,65002;56525,24022,59375;59706,25231,62500
212;1;58036,24774,60937;59706,25231,62500;56525,24022,59375;57877,25069,60937
213;1;77379,25511,75143;80874,25296,80117;75116,25545,71875;76148,25691,73437
214;1;78349,25536,76672;80874,25296,80117;76148,25691,73437;78025,25620,76462
215;1;79529,25451,78463;80874,25296,80117;78025,25620,76462;79687,25437,78809
216;1;76912,25672,74758;78025,25620,76462;76148,25691,73437;76562,25706,74374
217;1;55106,22996,49906;54724,23002,50037;55513,23019,50000;55082,22968,49682
218;1;55386,23026,50210;54724,23002,50037;55921,23056,50593;55513,23019,50000
219;1;54900,22919,52235;54724,23002,50037;54054,22699,56075;55921,23056,50593
220;1;54268,22768,52611;54054,22699,56075;54724,23002,50037;54026,22602,51722
221;1;54234,22752,50862;54026,22602,51722;54724,23002,50037;53953,22652,50828
222;1;54608,22880,54827;55921,23056,50593;54054,22699,56075;53850,22885,57812
223;1;55340,23309,55869;55921,23056,50593;53850,22885,57812;56250,23985,59203
224;1;56232,23688,56390;55921,23056,50593;56250,23985,59203;56525,24022,59375
225;1;54929,23320,58606;56250,23985,59203;53850,22885,57812;54687,23091,58804
226;1;54129,22960,58402;53850,22903,58590;54687,23091,58804;53850,22885,57812
227;1;78753,25566,27190;79420,25472,25416;75588,25579,31057;81250,25647,25097
228;1;80110,25681,26530;75588,25579,31057;83491,25816,23437;81250,25647,25097
229;1;52181,22346,53173;53159,22692,56075;53203,22695,51722;50182,21650,51722
230;1;51174,21997,54624;53159,22692,56075;50182,21650,51722;50182,21650,56075
231;1;53245,22734,53173;53159,22692,56075;53373,22815,51722;53203,22695,51722
232;1;53287,22773,54624;53159,22692,56075;53330,22812,56075;53373,22815,51722
233;1;53535,22814,53173;53330,22812,56075;53902,22815,51722;53373,22815,51722
234;1;53717,22813,54624;53330,22812,56075;53919,22812,56075;53902,22815,51722
235;1;49117,21306,53173;50182,21650,56075;50182,21650,51722;46986,20618,51722
236;1;48051,20962,54624;50182,21650,56075;46986,20618,51722;46986,20618,56075
237;1;45898,20373,53173;46986,20618,56075;46986,20618,51722;43721,19884,51722
238;1;44809,20129,54624;46986,20618,56075;43721,19884,51722;43721,19884,56075
239;1;42611,19688,53173;43721,19884,56075;43721,19884,51722;40392,19295,51722
240;1;41502,19491,54624;43721,19884,56075;40392,19295,51722;40392,19295,56075
241;1;39276,19177,53173;40392,19295,56075;40392,19295,51722;37044,18942,51722
242;1;38160,19060,54624;40392,19295,56075;37044,18942,51722;37044,18942,56075
243;1;35905,18881,53173;37044,18942,56075;37044,18942,51722;33626,18758,51722
244;1;34765,18819,54624;37044,18942,56075;33626,18758,51722;33626,18758,56075
245;1;33410,18764,54624;33626,18758,51722;32977,18777,56075;33626,18758,56075
246;1;33187,18771,53173;33626,18758,51722;32959,18777,51722;32977,18777,56075
247;1;53958,22775,54624;53919,22812,56075;54054,22699,56075;53902,22815,51722
248;1;32916,18781,53173;32959,18777,51722;32812,18788,51722;32977,18777,56075
249;1;32867,18760,54682;32977,18777,56075;32812,18788,51722;32812,18715,56250
250;1;53994,22705,53173;53902,22815,51722;54054,22699,56075;54026,22602,51722
251;1;3038,20937,11201;3038,21149,23437;3038,20816,7725;3038,20846,2441
252;1;32769,18304,31671;31135,18624,30274;34375,17810,33506;32796,18478,31233
253;1;32723,18081,35591;31135,18624,30274;32659,17810,42993;34375,17810,33506
254;1;47545,17945,21504;55287,17810,25288;43480,18214,18983;43867,17810,20242
255;1;51512,17945,22016;55770,17810,21778;43480,18214,18983;55287,17810,25288
256;1;47146,18246,19726;55770,17810,21778;42187,18715,18418;43480,18214,18983
257;1;46508,18416,19448;55770,17810,21778;41568,18722,18147;42187,18715,18418
258;1;44773,18422,18847;55770,17810,21778;36980,18733,16615;41568,18722,18147
259;1;39724,18729,17753;41568,18722,18147;36980,18733,16615;40625,18733,18498
260;1;60778,17939,14368;61525,18197,13431;59793,17810,15604;61017,17810,14069
261;1;59884,17939,15203;61525,18197,13431;58334,17810,16575;59793,17810,15604
262;1;36095,18567,75856;28632,20069,83897;39592,17821,73353;40062,17810,70318
263;1;17574,19398,94060;28632,20069,83897;3778,18741,99141;20313,19385,99141
264;1;11260,20183,62984;10238,19952,64926;13024,20356,60937;10518,20242,63090
265;1;17298,20126,69920;28632,20069,83897;13024,20356,60937;10238,19952,64926
266;1;28425,19486,48949;27584,19658,48437;29566,19237,49871;28125,19563,48539
267;1;27904,19574,48737;26562,19826,47903;29566,19237,49871;27584,19658,48437
268;1;29647,19259,51341;26562,19826,47903;32812,18715,56250;29566,19237,49871
269;1;31730,18913,52614;29566,19237,49871;32812,18715,56250;32812,18788,51722
270;1;31209,18960,50701;29566,19237,49871;32812,18788,51722;31250,18854,50510
271;1;32291,18771,51105;31250,18854,50510;32812,18788,51722;32812,18672,51082
272;1;33595,18112,57044;32812,18715,56250;33687,17810,57546;34286,17810,57336
273;1;31710,18865,65898;28632,20069,83897;33687,17810,57546;32812,18715,56250
274;1;29335,19537,62683;26562,19826,47903;28632,20069,83897;32812,18715,56250
connections:278
0;0;1;516;0;2;31032,17928,43532;29688,18611,43088
1;0;2;243;2;1;29428,18742,43397;31032,17928,43532
2;1;3;625;0;1;31032,17928,43532;29989,18345,42007
3;3;12;1183;0;2;31356,17810,43410;29989,18345,42007
4;4;80;10622;1;2;3925,19706,67988;6250,19762,67492
5;5;6;1174;1;1;28528,20015,92187;27654,20106,93279
6;6;54;635;0;2;27681,19774,89062;27654,20106,93279
7;7;8;395;2;2;29050,18648,40675;28254,18926,40625
8;8;9;3582;0;1;29050,18648,40675;27626,19017,39802
9;9;10;2027;2;0;29050,18648,40675;31135,18624,30274
10;9;13;740;0;2;31135,18624,30274;27626,19017,39802
11;10;253;2990;2;0;32659,17810,42993;31135,18624,30274
12;10;11;4387;1;0;29050,18648,40675;32659,17810,42993
13;11;12;965;1;0;29050,18648,40675;31356,17810,43410
14;13;14;1958;0;2;31135,18624,30274;27141,19121,39641
15;14;19;1961;0;1;31135,18624,30274;22360,20070,42187
16;14;15;3629;1;0;22360,20070,42187;27141,19121,39641
17;15;16;569;1;0;22360,20070,42187;26562,19529,40113
18;16;17;558;1;0;22360,20070,42187;26235,19960,40823
19;17;18;703;1;0;22360,20070,42187;25907,20135,41532
20;18;65;1931;1;1;22360,20070,42187;25847,20010,42896
21;19;20;5569;2;0;31135,18624,30274;22578,18793,35937
22;19;75;3828;0;1;22578,18793,35937;22360,20070,42187
23;20;21;3271;2;0;28942,18733,26888;22578,18793,35937
24;21;22;1074;1;0;28942,18733,26888;22581,18733,35081
25;22;23;1720;1;2;28942,18733,26888;22130,18733,32745
26;23;24;4198;0;1;28942,18733,26888;20313,18733,30441
27;24;25;3540;0;2;30098,18733,22991;20313,18733,30441
28;25;26;9763;0;1;30098,18733,22991;18455,19035,28545
29;26;27;6006;2;0;30098,18733,22991;28906,18759,2441
30;26;29;9057;0;2;28906,18759,2441;18455,19035,28545
31;27;39;3127;2;1;33045,18733,17971;28906,18759,2441
32;27;28;6456;1;0;30098,18733,22991;33045,18733,17971
33;29;38;10123;0;1;28906,18759,2441;3038,21149,23437
34;29;30;10560;1;0;3038,21149,23437;18455,19035,28545
35;30;34;3927;1;0;3038,21149,23437;9375,20691,27311
36;30;31;4696;2;0;9375,20691,27311;18455,19035,28545
37;31;32;1821;1;0;9375,20691,27311;16051,19430,28551
38;32;33;1420;1;1;9375,20691,27311;13090,20067,28714
39;34;35;1604;1;0;3038,21149,23437;7071,20933,26154
40;35;36;1398;1;1;3038,21149,23437;4688,21134,26324
41;36;37;930;0;1;3038,20840,25000;4688,21134,26324
42;38;251;8827;0;0;3038,20816,7725;3038,21149,23437
43;39;40;9454;0;2;36980,18733,16615;28906,18759,2441
44;40;41;8468;1;2;57894,18733,4292;28906,18759,2441
45;40;42;9852;0;2;36980,18733,16615;57894,18733,4292
46;42;43;5878;0;1;36980,18733,16615;58134,18733,6839
47;43;133;6968;0;2;55770,17810,21778;58134,18733,6839
48;43;258;6686;2;0;36980,18733,16615;55770,17810,21778
49;44;60;1101;0;2;38564,19464,78125;39062,20170,80092
50;45;46;919;1;1;60937,18478,10479;61525,18197,13431
51;46;47;1533;0;1;59776,18604,9547;61525,18197,13431
52;47;48;2406;0;2;58134,18733,6839;61525,18197,13431
53;48;134;2219;0;2;58134,18733,6839;58334,17810,16575
54;48;261;2988;1;0;58334,17810,16575;61525,18197,13431
55;49;50;2351;0;2;27867,19590,98437;25000,19472,99141
56;50;51;1989;0;1;27867,19590,98437;20313,19385,99141
57;51;53;3126;0;1;27454,20216,93750;20313,19385,99141
58;51;52;2740;2;0;27867,19590,98437;27454,20216,93750
59;53;54;3140;2;0;27454,20216,93750;27681,19774,89062
60;53;55;3307;0;1;27681,19774,89062;20313,19385,99141
61;55;263;8654;0;2;28632,20069,83897;20313,19385,99141
62;56;262;1657;0;0;39592,17821,73353;28632,20069,83897
63;56;57;3713;1;0;28632,20069,83897;38329,18472,74932
64;57;58;2951;2;0;32812,19609,82011;38329,18472,74932
65;58;59;2313;2;0;36847,20202,80597;38329,18472,74932
66;59;60;1827;1;0;36847,20202,80597;38564,19464,78125
67;61;76;1213;2;0;22158,20147,39605;22250,19498,37500
68;62;63;896;1;1;26562,19943,43934;26562,19835,46221
69;63;64;1934;0;1;25847,20010,42896;26562,19835,46221
70;64;65;1943;2;0;25847,20010,42896;20767,20088,44205
71;64;66;1324;0;2;20767,20088,44205;26562,19835,46221
72;66;67;3941;0;1;20767,20088,44205;26500,19856,46812
73;67;68;3074;2;0;20767,20088,44205;19543,19934,55735
74;67;73;2293;0;2;19543,19934,55735;26500,19856,46812
75;68;71;3699;1;0;20767,20088,44205;17514,20596,48764
76;68;69;3047;2;0;17514,20596,48764;19543,19934,55735
77;69;70;2050;1;0;17514,20596,48764;18773,20342,53125
78;71;72;1298;2;0;18750,20309,44670;17514,20596,48764
79;73;74;12382;0;1;19543,19934,55735;26562,19826,47903
80;74;274;4444;0;0;28632,20069,83897;26562,19826,47903
81;74;78;6265;2;0;19543,19934,55735;28632,20069,83897
82;75;76;1311;0;2;22250,19498,37500;22360,20070,42187
83;77;78;9479;0;1;13024,20356,60937;19543,19934,55735
84;78;265;4360;2;0;13024,20356,60937;28632,20069,83897
85;79;81;9250;0;0;3778,18741,99141;9657,19808,65907
86;79;80;2033;2;1;6250,19762,67492;3778,18741,99141
87;81;82;11613;2;0;28632,20069,83897;9657,19808,65907
88;81;263;11634;1;0;3778,18741,99141;28632,20069,83897
89;82;265;2009;1;2;28632,20069,83897;10238,19952,64926
90;83;252;1197;2;1;32796,18478,31233;34375,17810,33506
91;83;84;788;0;1;34375,17810,33506;34375,18129,31744
92;84;131;309;2;2;34375,17810,33506;34940,17810,31983
93;85;86;4785;2;0;47454,17810,57336;47095,17810,60064
